gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,at,emp,ni,revt,costat
015247,2011-12-31,2011,INDL,C,D,STD,VLO,USD,42783.0000,21.9420,2090.0000,125095.0000,A
015247,2012-12-31,2012,INDL,C,D,STD,VLO,USD,44477.0000,21.6710,2083.0000,138286.0000,A
015247,2013-12-31,2013,INDL,C,D,STD,VLO,USD,47260.0000,10.0070,2720.0000,138074.0000,A
015247,2014-12-31,2014,INDL,C,D,STD,VLO,USD,45550.0000,10.0650,3630.0000,130844.0000,A
015247,2015-12-31,2015,INDL,C,D,STD,VLO,USD,44343.0000,10.1030,3990.0000,81824.0000,A
015247,2016-12-31,2016,INDL,C,D,STD,VLO,USD,46173.0000,9.9960,2289.0000,70166.0000,A
015247,2017-12-31,2017,INDL,C,D,STD,VLO,USD,50158.0000,10.0150,4065.0000,88407.0000,A
015247,2018-12-31,2018,INDL,C,D,STD,VLO,USD,50155.0000,10.2610,3122.0000,111407.0000,A
015247,2019-12-31,2019,INDL,C,D,STD,VLO,USD,53864.0000,10.2220,2422.0000,102729.0000,A
015267,2009-12-31,2009,INDL,C,D,STD,IEX,USD,2098.1570,5.3000,113.3910,1329.6610,A
015267,2010-12-31,2010,INDL,C,D,STD,IEX,USD,2381.6950,5.9660,157.1000,1513.0730,A
015267,2011-12-31,2011,INDL,C,D,STD,IEX,USD,2836.1070,6.8140,193.8570,1838.4510,A
015267,2012-12-31,2012,INDL,C,D,STD,IEX,USD,2785.3900,6.7170,37.6300,1954.2580,A
015267,2013-12-31,2013,INDL,C,D,STD,IEX,USD,2887.5770,6.7870,255.2150,2024.1300,A
015267,2014-12-31,2014,INDL,C,D,STD,IEX,USD,2908.0700,6.7120,279.3860,2147.7670,A
015267,2015-12-31,2015,INDL,C,D,STD,IEX,USD,2805.4430,6.8010,282.8070,2020.6680,A
015267,2016-12-31,2016,INDL,C,D,STD,IEX,USD,3154.9440,7.1580,271.1090,2113.0430,A
015267,2017-12-31,2017,INDL,C,D,STD,IEX,USD,3399.6280,7.1670,337.2570,2287.3120,A
015267,2018-12-31,2018,INDL,C,D,STD,IEX,USD,3473.8570,7.3520,410.5730,2483.6660,A
015267,2019-12-31,2019,INDL,C,D,STD,IEX,USD,3813.9120,7.4390,425.5210,2494.5730,A
015414,2009-06-30,2009,INDL,C,D,STD,TECH,USD,472.0050,0.7460,105.2420,263.9560,A
015414,2010-06-30,2010,INDL,C,D,STD,TECH,USD,518.8160,0.7370,109.7760,269.0470,A
015414,2011-06-30,2011,INDL,C,D,STD,TECH,USD,617.6700,0.8340,112.3020,289.9620,A
015414,2012-06-30,2012,INDL,C,D,STD,TECH,USD,719.3240,0.8470,112.3310,314.5600,A
015414,2013-06-30,2013,INDL,C,D,STD,TECH,USD,778.0980,0.8540,112.5610,310.5750,A
015414,2014-06-30,2014,INDL,C,D,STD,TECH,USD,862.4910,1.0210,110.9480,357.7630,A
015414,2015-06-30,2015,INDL,C,D,STD,TECH,USD,1063.3600,1.3560,107.7350,452.2460,A
015414,2016-06-30,2016,INDL,C,D,STD,TECH,USD,1129.5810,1.5600,104.4760,499.0230,A
015414,2017-06-30,2017,INDL,C,D,STD,TECH,USD,1558.2190,1.7890,76.0860,563.0030,A
015414,2018-06-30,2018,INDL,C,D,STD,TECH,USD,1593.2020,1.9430,126.1500,642.9930,A
015414,2019-06-30,2019,INDL,C,D,STD,TECH,USD,1884.4100,2.2550,96.0720,714.0060,A
015417,2009-12-31,2009,INDL,C,D,STD,BRO,USD,2224.2260,5.2060,153.2940,967.8770,A
015417,2010-12-31,2010,INDL,C,D,STD,BRO,USD,2400.8140,5.2860,161.7520,971.9920,A
015417,2011-12-31,2011,INDL,C,D,STD,BRO,USD,2607.0110,5.5570,163.9950,1012.2420,A
015417,2012-12-31,2012,INDL,C,D,STD,BRO,USD,3128.0580,6.4380,184.0450,1196.4320,A
015417,2013-12-31,2013,INDL,C,D,STD,BRO,USD,3649.5080,6.9920,217.1120,1363.2790,A
015417,2014-12-31,2014,INDL,C,D,STD,BRO,USD,4956.4580,7.5910,206.8960,1575.7960,A
015417,2015-12-31,2015,INDL,C,D,STD,BRO,USD,5012.7390,7.8070,243.3180,1660.5090,A
015417,2016-12-31,2016,INDL,C,D,STD,BRO,USD,5287.3430,8.2970,257.4910,1766.6290,A
015417,2017-12-31,2017,INDL,C,D,STD,BRO,USD,5747.5500,8.4910,399.6300,1861.3470,A
015417,2018-12-31,2018,INDL,C,D,STD,BRO,USD,6688.6680,9.5900,344.2550,2014.2460,A
015417,2019-12-31,2019,INDL,C,D,STD,BRO,USD,7622.8210,10.0830,398.5140,2392.1710,A
015855,2009-03-31,2008,INDL,C,D,STD,GEN,USD,10645.1300,17.4000,-6728.8700,6149.8540,A
015855,2010-03-31,2009,INDL,C,D,STD,GEN,USD,11232.0000,17.4000,714.0000,5985.0000,A
015855,2011-03-31,2010,INDL,C,D,STD,GEN,USD,12719.0000,18.6000,597.0000,6190.0000,A
015855,2012-03-31,2011,INDL,C,D,STD,GEN,USD,13020.0000,20.5020,1172.0000,6730.0000,A
015855,2013-03-31,2012,INDL,C,D,STD,GEN,USD,14379.0000,21.5710,765.0000,6906.0000,A
015855,2014-03-31,2013,INDL,C,D,STD,GEN,USD,13539.0000,20.8490,898.0000,6701.0000,A
015855,2015-03-31,2014,INDL,C,D,STD,GEN,USD,13233.0000,19.6270,878.0000,6508.0000,A
015855,2016-03-31,2015,INDL,C,D,STD,GEN,USD,11767.0000,11.2230,2488.0000,3600.0000,A
015855,2017-03-31,2016,INDL,C,D,STD,GEN,USD,18174.0000,13.2140,-106.0000,4019.0000,A
015855,2018-03-31,2017,INDL,C,D,STD,GEN,USD,15759.0000,11.8300,1138.0000,4834.0000,A
015855,2019-03-31,2018,INDL,C,D,STD,GEN,USD,15938.0000,11.9230,31.0000,4731.0000,A
016101,2010-12-31,2010,INDL,C,D,STD,ABBV,USD,21134.7050,,4177.8660,15637.7310,A
016101,2011-12-31,2011,INDL,C,D,STD,ABBV,USD,19657.1660,,3433.1280,17443.9510,A
016101,2012-12-31,2012,INDL,C,D,STD,ABBV,USD,27008.0000,21.5000,5275.0000,18380.0000,A
016101,2013-12-31,2013,INDL,C,D,STD,ABBV,USD,29198.0000,25.0000,4128.0000,18790.0000,A
016101,2014-12-31,2014,INDL,C,D,STD,ABBV,USD,27547.0000,26.0000,1774.0000,19960.0000,A
016101,2015-12-31,2015,INDL,C,D,STD,ABBV,USD,53050.0000,28.0000,5144.0000,22859.0000,A
016101,2016-12-31,2016,INDL,C,D,STD,ABBV,USD,66099.0000,30.0000,5953.0000,25638.0000,A
016101,2017-12-31,2017,INDL,C,D,STD,ABBV,USD,70786.0000,29.0000,5309.0000,28216.0000,A
016101,2018-12-31,2018,INDL,C,D,STD,ABBV,USD,59352.0000,30.0000,5687.0000,32753.0000,A
016101,2019-12-31,2019,INDL,C,D,STD,ABBV,USD,89115.0000,30.0000,7882.0000,33266.0000,A
016478,2009-12-31,2009,INDL,C,D,STD,EOG,USD,18118.6670,2.1000,546.6270,4238.3460,A
016478,2010-12-31,2010,INDL,C,D,STD,EOG,USD,21624.2330,2.2900,160.6540,5852.8070,A
016478,2011-12-31,2011,INDL,C,D,STD,EOG,USD,24838.7970,2.5500,1091.1230,9600.0330,A
016478,2012-12-31,2012,INDL,C,D,STD,EOG,USD,27336.5780,2.6500,570.2790,11448.8140,A
016478,2013-12-31,2013,INDL,C,D,STD,EOG,USD,30574.2380,2.8000,2197.1090,14233.0460,A
016478,2014-12-31,2014,INDL,C,D,STD,EOG,USD,34762.6870,3.0000,2915.4870,17473.5060,A
016478,2015-12-31,2015,INDL,C,D,STD,EOG,USD,26975.2440,2.7600,-4524.5150,8718.3170,A
016478,2016-12-31,2016,INDL,C,D,STD,EOG,USD,29459.4330,2.6500,-1096.6860,7363.3940,A
016478,2017-12-31,2017,INDL,C,D,STD,EOG,USD,29833.0780,2.6640,2582.5790,11225.8060,A
016478,2018-12-31,2018,INDL,C,D,STD,EOG,USD,33934.4740,2.8000,3419.0400,17011.2020,A
016478,2019-12-31,2019,INDL,C,D,STD,EOG,USD,37124.6080,2.9000,2734.9100,17122.0020,A
016721,2009-03-31,2008,INDL,C,D,STD,EA,USD,4678.0000,9.1000,-1088.0000,4212.0000,A
016721,2010-03-31,2009,INDL,C,D,STD,EA,USD,4646.0000,7.8000,-677.0000,3654.0000,A
016721,2011-03-31,2010,INDL,C,D,STD,EA,USD,4928.0000,7.6450,-276.0000,3589.0000,A
016721,2012-03-31,2011,INDL,C,D,STD,EA,USD,5491.0000,9.1580,76.0000,4143.0000,A
016721,2013-03-31,2012,INDL,C,D,STD,EA,USD,5070.0000,9.3000,98.0000,3797.0000,A
016721,2014-03-31,2013,INDL,C,D,STD,EA,USD,5716.0000,8.3000,8.0000,3575.0000,A
016721,2015-03-31,2014,INDL,C,D,STD,EA,USD,6147.0000,8.4000,875.0000,4515.0000,A
016721,2016-03-31,2015,INDL,C,D,STD,EA,USD,7050.0000,8.5000,1156.0000,4396.0000,A
016721,2017-03-31,2016,INDL,C,D,STD,EA,USD,7718.0000,8.8000,967.0000,4845.0000,A
016721,2018-03-31,2017,INDL,C,D,STD,EA,USD,8584.0000,9.3000,1043.0000,5150.0000,A
016721,2019-03-31,2018,INDL,C,D,STD,EA,USD,8957.0000,9.7000,1019.0000,4950.0000,A
017874,2013-12-31,2013,INDL,C,D,STD,TMUS,USD,49953.0000,40.0000,35.0000,24420.0000,A
017874,2014-12-31,2014,INDL,C,D,STD,TMUS,USD,56653.0000,45.0000,247.0000,29564.0000,A
017874,2015-12-31,2015,INDL,C,D,STD,TMUS,USD,62436.0000,50.0000,733.0000,32053.0000,A
017874,2016-12-31,2016,INDL,C,D,STD,TMUS,USD,65891.0000,50.0000,1460.0000,37242.0000,A
017874,2017-12-31,2017,INDL,C,D,STD,TMUS,USD,70563.0000,51.0000,4536.0000,40660.0000,A
017874,2018-12-31,2018,INDL,C,D,STD,TMUS,USD,72468.0000,52.0000,2888.0000,43239.0000,A
017874,2019-12-31,2019,INDL,C,D,STD,TMUS,USD,86921.0000,53.0000,3468.0000,44998.0000,A
017928,2011-12-31,2011,INDL,C,D,STD,IQV,USD,2322.9170,,241.7720,4327.7480,A
017928,2012-12-31,2012,INDL,C,D,STD,IQV,USD,2499.1530,26.8460,177.5460,4865.5130,A
017928,2013-12-31,2013,INDL,C,D,STD,IQV,USD,3066.7970,28.2000,226.5910,5099.5450,A
017928,2014-12-31,2014,INDL,C,D,STD,IQV,USD,3305.8320,32.6000,356.3830,5459.9980,A
017928,2015-12-31,2015,INDL,C,D,STD,IQV,USD,3926.3160,36.1000,387.2050,5737.6190,A
017928,2016-12-31,2016,INDL,C,D,STD,IQV,USD,21208.0000,50.0000,115.0000,6878.0000,A
017928,2017-12-31,2017,INDL,C,D,STD,IQV,USD,22742.0000,55.0000,1309.0000,9739.0000,A
017928,2018-12-31,2018,INDL,C,D,STD,IQV,USD,22549.0000,58.0000,259.0000,10412.0000,A
017928,2019-12-31,2019,INDL,C,D,STD,IQV,USD,23251.0000,67.0000,191.0000,11088.0000,A
018043,2011-06-30,2011,INDL,C,D,STD,NWSA,USD,17008.0000,,678.0000,9095.0000,A
018043,2012-06-30,2012,INDL,C,D,STD,NWSA,USD,13090.0000,24.0000,-2075.0000,8654.0000,A
018043,2013-06-30,2013,INDL,C,D,STD,NWSA,USD,15643.0000,24.0000,506.0000,8891.0000,A
018043,2014-06-30,2014,INDL,C,D,STD,NWSA,USD,16489.0000,22.0000,239.0000,8574.0000,A
018043,2015-06-30,2015,INDL,C,D,STD,NWSA,USD,15093.0000,25.0000,-147.0000,8633.0000,A
018043,2016-06-30,2016,INDL,C,D,STD,NWSA,USD,15483.0000,24.0000,179.0000,8292.0000,A
018043,2017-06-30,2017,INDL,C,D,STD,NWSA,USD,14552.0000,26.0000,-738.0000,8139.0000,A
018043,2018-06-30,2018,INDL,C,D,STD,NWSA,USD,16346.0000,28.0000,-1514.0000,9024.0000,A
018043,2019-06-30,2019,INDL,C,D,STD,NWSA,USD,15711.0000,28.0000,155.0000,10036.0000,A
018699,2009-09-30,2009,INDL,C,D,STD,PTC,USD,1350.2120,5.1650,31.5220,938.1850,A
018699,2010-09-30,2010,INDL,C,D,STD,PTC,USD,1307.0640,5.3170,24.3680,1010.0490,A
018699,2011-09-30,2011,INDL,C,D,STD,PTC,USD,1629.6820,6.1220,85.4240,1169.5550,A
018699,2012-09-30,2012,INDL,C,D,STD,PTC,USD,1791.6340,5.8970,-35.3980,1258.1640,A
018699,2013-09-30,2013,INDL,C,D,STD,PTC,USD,1828.9060,6.0000,143.7690,1296.5760,A
018699,2014-09-30,2014,INDL,C,D,STD,PTC,USD,2199.9540,6.4440,160.1940,1356.9670,A
018699,2015-09-30,2015,INDL,C,D,STD,PTC,USD,2209.9130,5.9820,47.5570,1255.2420,A
018699,2016-09-30,2016,INDL,C,D,STD,PTC,USD,2352.2530,5.8000,-54.4650,1140.5330,A
018699,2017-09-30,2017,INDL,C,D,STD,PTC,USD,2360.3840,6.0410,6.2390,1164.0390,A
018699,2018-09-30,2018,INDL,C,D,STD,PTC,USD,2329.0220,6.1100,51.9870,1251.1200,A
018699,2019-09-30,2019,INDL,C,D,STD,PTC,USD,2664.5880,6.0550,-27.4600,1255.6310,A
020116,2012-12-31,2012,INDL,C,D,STD,PAYC,USD,425.8570,,4.2380,76.8100,A
020116,2013-12-31,2013,INDL,C,D,STD,PAYC,USD,571.5670,0.8400,7.7110,107.6010,A
020116,2014-12-31,2014,INDL,C,D,STD,PAYC,USD,798.9420,1.0210,5.6630,150.9290,A
020116,2015-12-31,2015,INDL,C,D,STD,PAYC,USD,876.7730,1.4610,20.9450,224.6530,A
020116,2016-12-31,2016,INDL,C,D,STD,PAYC,USD,1078.6130,2.0750,43.8400,329.1410,A
020116,2017-12-31,2017,INDL,C,D,STD,PAYC,USD,1355.1640,2.5480,66.8070,433.0470,A
020116,2018-12-31,2018,INDL,C,D,STD,PAYC,USD,1521.9260,3.0500,137.0650,566.3360,A
020116,2019-12-31,2019,INDL,C,D,STD,PAYC,USD,2486.9170,3.7650,180.5760,737.6710,A
020228,2012-06-30,2012,INDL,C,D,STD,CTLT,USD,3139.0000,,-40.4000,1694.8000,A
020228,2013-06-30,2013,INDL,C,D,STD,CTLT,USD,3056.8000,,-46.7000,1800.3000,A
020228,2014-06-30,2014,INDL,C,D,STD,CTLT,USD,3090.2000,8.3000,16.2000,1827.7000,A
020228,2015-06-30,2015,INDL,C,D,STD,CTLT,USD,3145.4000,8.7000,212.2000,1830.8000,A
020228,2016-06-30,2016,INDL,C,D,STD,CTLT,USD,3091.1000,9.2000,111.5000,1848.1000,A
020228,2017-06-30,2017,INDL,C,D,STD,CTLT,USD,3454.3000,10.8000,109.8000,2075.4000,A
020228,2018-06-30,2018,INDL,C,D,STD,CTLT,USD,4531.1000,10.7000,83.6000,2463.4000,A
020228,2019-06-30,2019,INDL,C,D,STD,CTLT,USD,6184.0000,12.3000,137.4000,2518.0000,A
020232,2012-10-31,2012,INDL,C,D,STD,KEYS,USD,2133.0000,,841.0000,3315.0000,A
020232,2013-10-31,2013,INDL,C,D,STD,KEYS,USD,2028.0000,8.5000,457.0000,2888.0000,A
020232,2014-10-31,2014,INDL,C,D,STD,KEYS,USD,3050.0000,9.6000,392.0000,2933.0000,A
020232,2015-10-31,2015,INDL,C,D,STD,KEYS,USD,3508.0000,10.2500,513.0000,2856.0000,A
020232,2016-10-31,2016,INDL,C,D,STD,KEYS,USD,3803.0000,10.3000,335.0000,2918.0000,A
020232,2017-10-31,2017,INDL,C,D,STD,KEYS,USD,5933.0000,12.6000,102.0000,3189.0000,A
020232,2018-10-31,2018,INDL,C,D,STD,KEYS,USD,5824.0000,12.9000,165.0000,3878.0000,A
020232,2019-10-31,2019,INDL,C,D,STD,KEYS,USD,6623.0000,13.6000,621.0000,4303.0000,A
020548,2009-12-31,2009,INDL,C,D,STD,CTRA,USD,3683.4010,0.5670,148.3430,879.2760,A
020548,2010-12-31,2010,INDL,C,D,STD,CTRA,USD,4005.0310,0.4090,103.3860,844.0350,A
020548,2011-12-31,2011,INDL,C,D,STD,CTRA,USD,4331.4930,0.5290,122.4080,979.8640,A
020548,2012-12-31,2012,INDL,C,D,STD,CTRA,USD,4616.3130,0.5890,131.7300,1204.5460,A
020548,2013-12-31,2013,INDL,C,D,STD,CTRA,USD,4981.0800,0.6840,279.7730,1746.2780,A
020548,2014-12-31,2014,INDL,C,D,STD,CTRA,USD,5437.7160,0.6910,104.4680,2173.0110,A
020548,2015-12-31,2015,INDL,C,D,STD,CTRA,USD,5261.8990,0.6240,-113.8910,1357.1500,A
020548,2016-12-31,2016,INDL,C,D,STD,CTRA,USD,5122.5690,0.5760,-417.1240,1155.6770,A
020548,2017-12-31,2017,INDL,C,D,STD,CTRA,USD,4727.3440,0.4680,100.3930,1764.2190,A
020548,2018-12-31,2018,INDL,C,D,STD,CTRA,USD,4198.8290,0.4830,557.0430,2188.1480,A
020548,2019-12-31,2019,INDL,C,D,STD,CTRA,USD,4487.2450,0.5470,681.0700,2066.2770,A
020686,2012-12-31,2012,INDL,C,D,STD,SYF,USD,53462.0000,8.4470,2119.0000,10793.0000,A
020686,2013-12-31,2013,INDL,C,D,STD,SYF,USD,59085.0000,9.3330,1979.0000,11813.0000,A
020686,2014-12-31,2014,INDL,C,D,STD,SYF,USD,75707.0000,11.0000,2109.0000,12727.0000,A
020686,2015-12-31,2015,INDL,C,D,STD,SYF,USD,84135.0000,12.0000,2214.0000,13620.0000,A
020686,2016-12-31,2016,INDL,C,D,STD,SYF,USD,90207.0000,15.0000,2251.0000,15122.0000,A
020686,2017-12-31,2017,INDL,C,D,STD,SYF,USD,95808.0000,16.0000,1935.0000,16695.0000,A
020686,2018-12-31,2018,INDL,C,D,STD,SYF,USD,106792.0000,16.5000,2790.0000,18253.0000,A
020686,2019-12-31,2019,INDL,C,D,STD,SYF,USD,104826.0000,16.5000,3747.0000,19461.0000,A
020748,2013-12-31,2013,INDL,C,D,STD,ANET,USD,364.5200,0.8500,42.4600,361.2240,A
020748,2014-12-31,2014,INDL,C,D,STD,ANET,USD,811.0230,1.0000,86.8500,584.1060,A
020748,2015-12-31,2015,INDL,C,D,STD,ANET,USD,1159.8900,1.2000,121.1020,837.5910,A
020748,2016-12-31,2016,INDL,C,D,STD,ANET,USD,1729.0070,1.5000,184.1890,1129.1670,A
020748,2017-12-31,2017,INDL,C,D,STD,ANET,USD,2460.8600,1.8000,423.2010,1646.1860,A
020748,2018-12-31,2018,INDL,C,D,STD,ANET,USD,3081.9830,2.3000,328.1150,2151.3690,A
020748,2019-12-31,2019,INDL,C,D,STD,ANET,USD,4185.2900,2.3000,859.8670,2410.7060,A
020779,2009-07-31,2009,INDL,C,D,STD,CSCO,USD,68128.0000,65.5500,6134.0000,36117.0000,A
020779,2010-07-31,2010,INDL,C,D,STD,CSCO,USD,81130.0000,70.7000,7767.0000,40040.0000,A
020779,2011-07-31,2011,INDL,C,D,STD,CSCO,USD,87095.0000,71.8250,6490.0000,43218.0000,A
020779,2012-07-31,2012,INDL,C,D,STD,CSCO,USD,91759.0000,66.6390,8041.0000,46061.0000,A
020779,2013-07-31,2013,INDL,C,D,STD,CSCO,USD,101191.0000,75.0490,9983.0000,48607.0000,A
020779,2014-07-31,2014,INDL,C,D,STD,CSCO,USD,105134.0000,74.0420,7853.0000,47142.0000,A
020779,2015-07-31,2015,INDL,C,D,STD,CSCO,USD,113481.0000,71.8330,8981.0000,49161.0000,A
020779,2016-07-31,2016,INDL,C,D,STD,CSCO,USD,121652.0000,73.7000,10739.0000,49247.0000,A
020779,2017-07-31,2017,INDL,C,D,STD,CSCO,USD,129818.0000,72.9000,9609.0000,48005.0000,A
020779,2018-07-31,2018,INDL,C,D,STD,CSCO,USD,108784.0000,74.2000,110.0000,49330.0000,A
020779,2019-07-31,2019,INDL,C,D,STD,CSCO,USD,97793.0000,75.9000,11621.0000,51904.0000,A
020904,2009-09-30,2009,INDL,C,D,STD,HOLX,USD,5689.8280,3.9590,-2176.2370,1637.1340,A
020904,2010-09-30,2010,INDL,C,D,STD,HOLX,USD,5625.8340,4.2200,-62.8130,1679.5520,A
020904,2011-09-30,2011,INDL,C,D,STD,HOLX,USD,6008.7800,5.0190,157.1500,1789.3490,A
020904,2012-09-30,2012,INDL,C,D,STD,HOLX,USD,10477.1080,6.1570,-73.6340,2014.2580,A
020904,2013-09-30,2013,INDL,C,D,STD,HOLX,USD,9000.8230,5.6150,-1172.8380,2511.9830,A
020904,2014-09-30,2014,INDL,C,D,STD,HOLX,USD,8414.7000,5.3510,17.3000,2530.7000,A
020904,2015-09-30,2015,INDL,C,D,STD,HOLX,USD,7670.1000,5.2900,131.6000,2705.0000,A
020904,2016-09-30,2016,INDL,C,D,STD,HOLX,USD,7317.0000,5.3330,330.8000,2832.7000,A
020904,2017-09-30,2017,INDL,C,D,STD,HOLX,USD,7979.6000,6.2330,755.5000,3058.8000,A
020904,2018-09-30,2018,INDL,C,D,STD,HOLX,USD,7230.9000,6.2520,-111.3000,3217.9000,A
020904,2019-09-30,2019,INDL,C,D,STD,HOLX,USD,6442.1000,6.4780,-203.6000,3367.3000,A
021808,2014-12-31,2014,INDL,C,D,STD,CZR,USD,1175.3300,7.1000,-14.4250,361.8230,A
021808,2015-12-31,2015,INDL,C,D,STD,CZR,USD,1325.0080,7.8000,114.1830,719.7840,A
021808,2016-12-31,2016,INDL,C,D,STD,CZR,USD,1294.0440,7.4000,24.8020,892.8960,A
021808,2017-12-31,2017,INDL,C,D,STD,CZR,USD,3546.4720,12.5000,73.9400,1473.5040,A
021808,2018-12-31,2018,INDL,C,D,STD,CZR,USD,5911.4620,18.7000,95.2350,2056.0070,A
021808,2019-12-31,2019,INDL,C,D,STD,CZR,USD,5640.5530,15.5000,81.0010,2528.2490,A
021825,2012-12-31,2012,INDL,C,D,STD,CFG,USD,127053.0000,,643.0000,5438.0000,A
021825,2013-12-31,2013,INDL,C,D,STD,CFG,USD,122154.0000,,-3426.0000,5133.0000,A
021825,2014-12-31,2014,INDL,C,D,STD,CFG,USD,132857.0000,18.3100,865.0000,5054.0000,A
021825,2015-12-31,2015,INDL,C,D,STD,CFG,USD,138208.0000,17.7000,840.0000,5276.0000,A
021825,2016-12-31,2016,INDL,C,D,STD,CFG,USD,149520.0000,17.6000,1045.0000,5763.0000,A
021825,2017-12-31,2017,INDL,C,D,STD,CFG,USD,152336.0000,17.6000,1652.0000,6454.0000,A
021825,2018-12-31,2018,INDL,C,D,STD,CFG,USD,160518.0000,18.1000,1721.0000,7359.0000,A
021825,2019-12-31,2019,INDL,C,D,STD,CFG,USD,165733.0000,18.0000,1791.0000,8066.0000,A
022260,2009-12-31,2009,INDL,C,D,STD,HCA,USD,24131.0000,190.0000,1054.0000,30052.0000,A
022260,2010-12-31,2010,INDL,C,D,STD,HCA,USD,23852.0000,194.0000,1207.0000,30683.0000,A
022260,2011-12-31,2011,INDL,C,D,STD,HCA,USD,26898.0000,199.0000,2465.0000,29682.0000,A
022260,2012-12-31,2012,INDL,C,D,STD,HCA,USD,28075.0000,204.0000,1605.0000,33013.0000,A
022260,2013-12-31,2013,INDL,C,D,STD,HCA,USD,28831.0000,251.0000,1556.0000,34182.0000,A
022260,2014-12-31,2014,INDL,C,D,STD,HCA,USD,31199.0000,225.0000,1875.0000,36918.0000,A
022260,2015-12-31,2015,INDL,C,D,STD,HCA,USD,32744.0000,233.0000,2129.0000,39678.0000,A
022260,2016-12-31,2016,INDL,C,D,STD,HCA,USD,33758.0000,241.0000,2890.0000,41490.0000,A
022260,2017-12-31,2017,INDL,C,D,STD,HCA,USD,36593.0000,253.0000,2216.0000,43614.0000,A
022260,2018-12-31,2018,INDL,C,D,STD,HCA,USD,39207.0000,262.0000,3787.0000,46677.0000,A
022260,2019-12-31,2019,INDL,C,D,STD,HCA,USD,45058.0000,280.0000,3505.0000,51336.0000,A
022815,2009-12-31,2009,INDL,C,D,STD,TRMB,USD,1753.2770,3.7940,63.4460,1126.2590,A
022815,2010-12-31,2010,INDL,C,D,STD,TRMB,USD,1866.8920,4.1660,103.6600,1293.9370,A
022815,2011-12-31,2011,INDL,C,D,STD,TRMB,USD,2652.4750,5.3010,150.7550,1644.0650,A
022815,2012-12-31,2012,INDL,C,D,STD,TRMB,USD,3469.1040,6.5610,191.0600,2040.1130,A
022815,2013-12-31,2013,INDL,C,D,STD,TRMB,USD,3700.8400,7.0860,218.8550,2288.1240,A
022815,2014-12-31,2014,INDL,C,D,STD,TRMB,USD,3874.3480,8.2170,214.1180,2395.5460,A
022815,2015-12-31,2015,INDL,C,D,STD,TRMB,USD,3680.7000,8.4510,121.1000,2290.4000,A
022815,2016-12-31,2016,INDL,C,D,STD,TRMB,USD,3673.8000,8.3880,132.4000,2362.2000,A
022815,2017-12-31,2017,INDL,C,D,STD,TRMB,USD,4298.2000,9.5230,121.1000,2654.2000,A
022815,2018-12-31,2018,INDL,C,D,STD,TRMB,USD,5776.4000,11.2870,282.8000,3108.4000,A
022815,2019-12-31,2019,INDL,C,D,STD,TRMB,USD,6640.7000,11.4840,514.3000,3264.3000,A
023119,2013-06-30,2013,INDL,C,D,STD,SEDG,USD,49.0860,,-28.1800,79.0350,A
023119,2014-06-30,2014,INDL,C,D,STD,SEDG,USD,74.9980,,-21.3780,133.2170,A
023119,2015-06-30,2015,INDL,C,D,STD,SEDG,USD,305.6580,0.4400,21.1210,325.0780,A
023119,2016-06-30,2016,INDL,C,D,STD,SEDG,USD,397.4380,0.6080,76.6090,489.8430,A
023119,2017-12-31,2017,INDL,C,D,STD,SEDG,USD,641.3050,1.0070,84.1720,607.0450,A
023119,2018-12-31,2018,INDL,C,D,STD,SEDG,USD,964.4720,1.7370,128.8330,937.2370,A
023119,2019-12-31,2019,INDL,C,D,STD,SEDG,USD,1494.6240,2.4310,146.5490,1425.6600,A
023238,2013-12-31,2013,INDL,C,D,STD,ETSY,USD,106.1590,,-0.7960,125.0220,A
023238,2014-12-31,2014,INDL,C,D,STD,ETSY,USD,249.1350,0.6850,-15.2430,195.5910,A
023238,2015-12-31,2015,INDL,C,D,STD,ETSY,USD,553.0610,0.8190,-54.0630,273.4990,A
023238,2016-12-31,2016,INDL,C,D,STD,ETSY,USD,581.1930,1.0430,-29.9010,364.9670,A
023238,2017-12-31,2017,INDL,C,D,STD,ETSY,USD,605.5830,0.7440,81.8000,441.2310,A
023238,2018-12-31,2018,INDL,C,D,STD,ETSY,USD,901.8510,0.8740,77.4910,603.6930,A
023238,2019-12-31,2019,INDL,C,D,STD,ETSY,USD,1542.3520,1.2400,95.8940,818.3790,A
023546,2016-12-31,2016,INDL,C,D,STD,CDAY,USD,6326.0000,,-92.9000,704.2000,A
023546,2017-12-31,2017,INDL,C,D,STD,CDAY,USD,6729.9000,4.2120,-9.2000,750.7000,A
023546,2018-12-31,2018,INDL,C,D,STD,CDAY,USD,5154.4000,4.4440,-63.4000,746.4000,A
023546,2019-12-31,2019,INDL,C,D,STD,CDAY,USD,6085.7000,5.0110,78.7000,824.1000,A
023809,2009-08-31,2009,INDL,C,D,STD,AZO,USD,5318.4050,60.0000,657.0490,6816.8240,A
023809,2010-08-31,2010,INDL,C,D,STD,AZO,USD,5571.5940,63.0000,738.3110,7362.6180,A
023809,2011-08-31,2011,INDL,C,D,STD,AZO,USD,5869.6020,65.0000,848.9740,8072.9730,A
023809,2012-08-31,2012,INDL,C,D,STD,AZO,USD,6265.6390,70.0000,930.3730,8603.8630,A
023809,2013-08-31,2013,INDL,C,D,STD,AZO,USD,6892.0890,71.0000,1016.4800,9147.5300,A
