EXECRANK,CO_PER_ROL,CONAME,CEOANN,SALARY,BONUS,TOTAL_SEC,TOTAL_CURR,TOTAL_ALT1,TOTAL_ALT2,TERM_PYMT,TDC1,TDC2,SAL_PCT,TOTAL_CURR_PCT,TOTAL_SEC_PCT,TOTAL_ALT1_PCT,TOTAL_ALT2_PCT,TDC1_PCT,TDC2_PCT,RET_YRS,GVKEY,YEAR,BECAMECEO,JOINED_CO,REJOIN,LEFTOFC,LEFTCO,RELEFT,PCEO,REASON,EXEC_LNAME,EXEC_FNAME,GENDER,CUSIP,TICKER,SIC
,64,HONEYWELL INTERNATIONAL INC,,473.333,575,,1048.333,,,,1186.119,4723.017,5.185,17.132,,,,-86.662,2.302,14.7,001300,1996,,,,,,,,,Burnham,Daniel,MALE,43851610,HON,9997
,65,HONEYWELL INTERNATIONAL INC,,466.667,500,,966.667,,,,1038.344,3863.293,3.704,13.726,,,,-88.134,81.617,20.8,001300,1996,,,,,1997-12-31,,,RETIRED,Barter,John,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,410,430,,840,,,,6969.232,3148.516,0,6.329,,,,211.28,54.097,5,001300,1996,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,13926,HONEYWELL INTERNATIONAL INC,,358.333,350,,708.333,,,,,1971.412,23.809,25.497,,,,,105.269,,001300,1996,,,,,,,,,Wallman,Richard,MALE,43851610,HON,9997
,16075,HONEYWELL INTERNATIONAL INC,,350,350,,700,,,,,745.716,,,,,,,,,001300,1996,,,,,,,,,Redlinger,Donald,MALE,43851610,HON,9997
,60,HONEYWELL INTERNATIONAL INC,CEO,2000,3150,,5150,,,,21688.239,28809.194,0,7.292,,,,271.663,124.362,6.5,001300,1997,2001-07-03,1991-07-01,2001-07-03,2002-02-01,2000-04-01,2002-07-01,,RETIRED,Bossidy,Lawrence,MALE,43851610,HON,9997
,62,HONEYWELL INTERNATIONAL INC,,510,735,,1245,,,,1371.282,5344.641,3.343,7.005,,,,7.034,58.941,28.33,001300,1997,,1969-01-01,,,1999-10-01,,,UNKNOWN,Poses,Frederic,MALE,43851610,HON,9997
,64,HONEYWELL INTERNATIONAL INC,,485,720,,1205,,,,1294.51,8547.01,2.465,14.944,,,,9.138,80.965,15.67,001300,1997,,,,,,,,,Burnham,Daniel,MALE,43851610,HON,9997
,65,HONEYWELL INTERNATIONAL INC,,475,500,,975,,,,1048.798,9834.813,1.786,0.862,,,,1.007,154.571,21.83,001300,1997,,,,,1997-12-31,,,RETIRED,Barter,John,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,410,480,,890,,,,944.301,6329.256,0,5.952,,,,-86.45,101.023,6,001300,1997,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,13926,HONEYWELL INTERNATIONAL INC,,377.917,420,,797.917,,,,842.046,1924.821,5.465,12.647,,,,,-2.363,1.83,001300,1997,,,,,,,,,Wallman,Richard,MALE,43851610,HON,9997
,16075,HONEYWELL INTERNATIONAL INC,,356.25,400,,756.25,,,,811.972,811.972,1.786,8.036,,,,,8.885,,001300,1997,,,,,,,,,Redlinger,Donald,MALE,43851610,HON,9997
,18551,HONEYWELL INTERNATIONAL INC,,232.285,150,,382.285,,,,,391.579,,,,,,,,,001300,1997,2002-02-01,1999-12-01,,2005-02-10,,,,,Johnson,Robert,MALE,43851610,HON,9997
,60,HONEYWELL INTERNATIONAL INC,CEO,2000,4000,,6000,,,,6451.119,14600.319,0,16.505,,,,-70.255,-49.321,7.5,001300,1998,2001-07-03,1991-07-01,2001-07-03,2002-02-01,2000-04-01,2002-07-01,,RETIRED,Bossidy,Lawrence,MALE,43851610,HON,9997
,62,HONEYWELL INTERNATIONAL INC,,600,1000,,1600,,,,2906.723,4488.948,17.647,28.514,,,,111.971,-16.01,29.28,001300,1998,,1969-01-01,,,1999-10-01,,,UNKNOWN,Poses,Frederic,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,445,550,,995,,,,1100.705,3144.815,8.537,11.798,,,,16.563,-50.313,7,001300,1998,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,13926,HONEYWELL INTERNATIONAL INC,,410,500,,910,,,,989.136,989.136,8.489,14.047,,,,17.468,-48.612,2.81,001300,1998,,,,,,,,,Wallman,Richard,MALE,43851610,HON,9997
,16075,HONEYWELL INTERNATIONAL INC,,375,450,,825,,,,893.996,2128.396,5.263,9.091,,,,10.102,162.127,27.62,001300,1998,,,,,,,,,Redlinger,Donald,MALE,43851610,HON,9997
,18551,HONEYWELL INTERNATIONAL INC,,267.917,300,,567.917,,,,,599.422,15.34,48.559,,,,,53.078,,001300,1998,2002-02-01,1999-12-01,,2005-02-10,,,,,Johnson,Robert,MALE,43851610,HON,9997
,60,HONEYWELL INTERNATIONAL INC,CEO,2000,5000,,7000,,,,8383.697,48262.347,0,16.667,,,,29.957,230.557,8,001300,1999,2001-07-03,1991-07-01,2001-07-03,2002-02-01,2000-04-01,2002-07-01,,RETIRED,Bossidy,Lawrence,MALE,43851610,HON,9997
,62,HONEYWELL INTERNATIONAL INC,,700,1150,,1850,,,,4103.653,24548.64,16.667,15.625,,,,41.178,446.868,30,001300,1999,,1969-01-01,,,1999-10-01,,,UNKNOWN,Poses,Frederic,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,462.5,640,,1102.5,,,,9541.394,8963.245,3.933,10.804,,,,766.844,185.017,8,001300,1999,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,13926,HONEYWELL INTERNATIONAL INC,,455.833,590,,1045.833,,,,9450.219,2496.436,11.179,14.927,,,,855.401,152.386,4,001300,1999,,,,,,,,,Wallman,Richard,MALE,43851610,HON,9997
,18549,HONEYWELL INTERNATIONAL INC,,1087.817,2000,,3087.817,,,,67783.867,34600.967,,,,,,,,30,001300,1999,1999-12-01,,,2001-07-03,2001-07-03,,,RETIRED,Bonsignore,Michael,MALE,43851610,HON,9997
,18550,HONEYWELL INTERNATIONAL INC,,536.896,775,,1311.896,,,,17802.23,6952.848,,,,,,,,39,001300,1999,,,,,2001-08-31,,,RETIRED,Ferrari,Giannantonio,MALE,43851610,HON,9997
,18551,HONEYWELL INTERNATIONAL INC,,370.833,625,,995.833,,,,12225.925,4107.122,38.413,75.348,,,,,585.18,5,001300,1999,2002-02-01,1999-12-01,,2005-02-10,,,,,Johnson,Robert,MALE,43851610,HON,9997
,60,HONEYWELL INTERNATIONAL INC,,500,0,,500,,,,715.812,715.812,-75,-92.857,,,,-91.462,-98.517,,001300,2000,2001-07-03,1991-07-01,2001-07-03,2002-02-01,2000-04-01,2002-07-01,,RETIRED,Bossidy,Lawrence,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,480,275,,755,,,,6276.431,16250.665,3.784,-31.519,,,,-34.219,81.303,9,001300,2000,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,13926,HONEYWELL INTERNATIONAL INC,,480,235,,715,,,,10198.103,16632.92,5.302,-31.633,,,,7.914,566.267,5,001300,2000,,,,,,,,,Wallman,Richard,MALE,43851610,HON,9997
,18549,HONEYWELL INTERNATIONAL INC,CEO,1500,975,,2475,,,,2831.551,13277.471,37.891,-19.846,,,,-95.823,-61.627,31,001300,2000,1999-12-01,,,2001-07-03,2001-07-03,,,RETIRED,Bonsignore,Michael,MALE,43851610,HON,9997
,18550,HONEYWELL INTERNATIONAL INC,,628.387,325,,953.387,,,,1292.056,5128.409,17.041,-27.328,,,,-92.742,-26.24,40,001300,2000,,,,,2001-08-31,,,RETIRED,Ferrari,Giannantonio,MALE,43851610,HON,9997
,18551,HONEYWELL INTERNATIONAL INC,,550,400,,950,,,,2342.873,4065.208,48.315,-4.602,,,,-80.837,-1.021,6,001300,2000,2002-02-01,1999-12-01,,2005-02-10,,,,,Johnson,Robert,MALE,43851610,HON,9997
,23643,HONEYWELL INTERNATIONAL INC,,226.923,110.5,,337.423,,,,,1389.298,,,,,,,,,001300,2000,,2000-07-01,,,,,,,Johnson,Barry,MALE,43851610,HON,9997
,25017,HONEYWELL INTERNATIONAL INC,,440,180,,620,,,,3501.484,3501.484,,,,,,,,,001300,2000,,,,,2004-01-09,,,RESIGNED,"Gilligan, BA",J.,MALE,43851610,HON,9997
,60,HONEYWELL INTERNATIONAL INC,,992.308,1000,,1992.308,,,,8782.918,9448.29,98.462,298.462,,,,1126.987,1219.94,9,001300,2001,2001-07-03,1991-07-01,2001-07-03,2002-02-01,2000-04-01,2002-07-01,,RETIRED,Bossidy,Lawrence,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,495,510,,1005,,,,4694.477,1260.066,3.125,33.113,,,,-25.205,-92.246,10,001300,2001,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,13926,HONEYWELL INTERNATIONAL INC,,510,375,,885,,,,4589.874,1155.463,6.25,23.776,,,,-54.993,-93.053,6,001300,2001,,,,,,,,,Wallman,Richard,MALE,43851610,HON,9997
,18549,HONEYWELL INTERNATIONAL INC,CEO,761.538,571.154,,1332.692,,,,16685.147,22155.741,-49.231,-46.154,,,,489.258,66.867,31,001300,2001,1999-12-01,,,2001-07-03,2001-07-03,,,RETIRED,Bonsignore,Michael,MALE,43851610,HON,9997
,18551,HONEYWELL INTERNATIONAL INC,,575.529,450,,1025.529,,,,5439.236,1308.582,4.642,7.95,,,,132.161,-67.81,7,001300,2001,2002-02-01,1999-12-01,,2005-02-10,,,,,Johnson,Robert,MALE,43851610,HON,9997
,23643,HONEYWELL INTERNATIONAL INC,,500,270,,770,,,,2676.317,959.112,120.339,128.2,,,,,-30.964,2,001300,2001,,2000-07-01,,,,,,,Johnson,Barry,MALE,43851610,HON,9997
,25017,HONEYWELL INTERNATIONAL INC,,488.233,275,,763.233,,,,,1306.693,10.962,23.102,,,,,-62.682,,001300,2001,,,,,2004-01-09,,,RESIGNED,"Gilligan, BA",J.,MALE,43851610,HON,9997
,60,HONEYWELL INTERNATIONAL INC,,1007.692,4000,,5007.692,,,,13197.444,13197.444,1.55,151.351,,,,50.263,39.681,10,001300,2002,2001-07-03,1991-07-01,2001-07-03,2002-02-01,2000-04-01,2002-07-01,,RETIRED,Bossidy,Lawrence,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,495,550,,1045,,,,5369.956,5369.956,0,3.98,,,,14.389,326.165,11,001300,2002,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,13926,HONEYWELL INTERNATIONAL INC,,510,550,,1060,,,,1510.281,1510.281,0,19.774,,,,-67.095,30.708,15,001300,2002,,,,,,,,,Wallman,Richard,MALE,43851610,HON,9997
,18551,HONEYWELL INTERNATIONAL INC,,590,615,,1205,,,,4769.378,4769.378,2.514,17.5,,,,-12.315,264.469,8,001300,2002,2002-02-01,1999-12-01,,2005-02-10,,,,,Johnson,Robert,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1292.308,1875,,3167.308,,,,64964.269,31869.092,,,,,,,,,001300,2002,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,25017,HONEYWELL INTERNATIONAL INC,,550,425,,975,,,,4479.588,4479.588,12.651,27.746,,,,,242.819,25,001300,2002,,,,,2004-01-09,,,RESIGNED,"Gilligan, BA",J.,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,587.11,575,,1162.11,,,,3203,1676.903,18.608,11.207,,,,-40.353,-68.773,12,001300,2003,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,18551,HONEYWELL INTERNATIONAL INC,,616.466,625,,1241.466,,,,2874.81,1348.713,4.486,3.026,,,,-39.724,-71.721,9,001300,2003,2002-02-01,1999-12-01,,2005-02-10,,,,,Johnson,Robert,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1500,2100,,3600,,,,12966.368,6861.981,16.071,13.661,,,,-80.041,-78.468,,001300,2003,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,25017,HONEYWELL INTERNATIONAL INC,,576.466,500,,1076.466,,,,4450.416,2924.319,4.812,10.407,,,,-0.651,-34.719,26,001300,2003,,,,,2004-01-09,,,RESIGNED,"Gilligan, BA",J.,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,368.219,700,,1068.219,,,,10934.672,7801.248,,,,,,,,,001300,2003,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,600,700,,1300,,,,5305.535,3130.04,2.195,11.865,,,,65.643,86.656,13,001300,2004,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,18551,HONEYWELL INTERNATIONAL INC,,643.852,800,,1443.852,,,,4772.979,2597.484,4.442,16.302,,,,66.028,92.59,10,001300,2004,2002-02-01,1999-12-01,,2005-02-10,,,,,Johnson,Robert,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1500,2400,,3900,,,,17873.045,9171.066,0,8.333,,,,37.842,33.65,,001300,2004,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,700,800,,1500,,,,5821.456,3645.961,90.104,40.421,,,,-46.761,-53.264,1.5,001300,2004,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,587.705,600,,1187.705,,,,5792.869,3617.374,,,,,,,,,001300,2004,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,4665,HONEYWELL INTERNATIONAL INC,,622.685,775,,1397.685,,,,5143.816,3312.697,3.781,7.514,,,,-3.048,5.836,14,001300,2005,,,,,,,,,Kreindler,Peter,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1500,3000,,4500,,,,17064.723,9740.248,0,15.385,,,,-4.523,6.206,,001300,2005,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,726.466,880,,1606.466,,,,4935.934,3104.815,3.781,7.098,,,,-15.211,-14.842,6,001300,2005,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,622.685,825,,1447.685,,,,5949.611,4118.492,5.952,21.889,,,,2.706,13.853,,001300,2005,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,30299,HONEYWELL INTERNATIONAL INC,,547.945,575,,1122.945,,,,5677.888,3846.769,,,,,,,,9,001300,2005,,,,,,,,,Gillette,Robert,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1610.192,3300,27695.647,4910.192,25051.211,30774.859,13245.072,20307.727,26031.375,7.346,9.115,,,,19.004,167.256,,001300,2006,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,753.365,925,7623.081,1678.365,8900.837,5315.063,5475.274,8402.971,7691.947,3.703,4.476,,,,70.241,147.743,,001300,2006,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,645.077,875,6102.578,1520.077,5432.353,3916.463,2166.84,5349.165,3833.275,3.596,5.001,,,,-10.092,-6.925,,001300,2006,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,30299,HONEYWELL INTERNATIONAL INC,,585.769,600,5851.916,1185.769,5429.961,3788.461,2632.22,5185.295,3543.795,6.903,5.595,,,,-8.676,-7.876,,001300,2006,,,,,,,,,Gillette,Robert,MALE,43851610,HON,9997
,32196,HONEYWELL INTERNATIONAL INC,,594.692,600,6401.052,1194.692,6027.732,4386.232,3633.048,5089.737,3448.237,,,,,,,,,001300,2006,,,,,,,,,Kittelberger,Larry,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1618.269,4200,23267.933,5818.269,23267.933,9845.22,13248.024,19946.473,12806.473,0.502,18.494,-15.987,-7.119,-68.009,-1.779,-50.804,,001300,2007,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,773.846,1100,4198.915,1873.846,4198.915,5443.81,5485.734,3854.729,2069.729,2.719,11.647,-44.918,-52.826,2.422,-54.127,-73.092,,001300,2007,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,775.962,1150,15996.691,1925.962,15996.691,4592.712,12113.786,15939.279,14334.995,20.29,26.702,162.13,194.471,17.267,197.977,273.962,,001300,2007,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,30299,HONEYWELL INTERNATIONAL INC,,635.577,900,15286.761,1535.577,15286.761,14087.277,2655.759,15085.167,24570.123,8.503,29.501,161.227,181.526,271.847,190.922,593.328,,001300,2007,,,,,,,,,Gillette,Robert,MALE,43851610,HON,9997
,32196,HONEYWELL INTERNATIONAL INC,,606.25,800,4115.305,1406.25,4115.305,17080.754,3774.372,3430.648,16396.097,1.944,17.708,-35.709,-31.727,289.417,-32.597,375.492,,001300,2007,,,,,,,,,Kittelberger,Larry,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1825.962,3500,30829.513,5325.962,30829.513,21846.513,18131.049,29073.174,20090.174,12.834,-8.461,32.498,32.498,121.9,45.756,56.875,,001300,2008,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,905.769,975,8124.877,1880.769,8124.877,8484.467,6018.202,7771.158,5559.958,17.048,0.369,93.499,93.499,55.855,101.601,168.632,,001300,2008,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,1075.962,1150,8292.491,2225.962,8292.491,10350.834,11530.958,8205.78,5994.58,38.662,15.577,-48.161,-48.161,125.375,-48.518,-58.182,,001300,2008,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,30299,HONEYWELL INTERNATIONAL INC,,1061.154,800,8070.037,1861.154,8070.037,6813.362,4352.337,7779.327,5568.127,66.959,21.202,-47.209,-47.209,-51.635,-48.431,-77.338,,001300,2008,,,,,,,,,Gillette,Robert,MALE,43851610,HON,9997
,32196,HONEYWELL INTERNATIONAL INC,,712.788,700,10192.951,1412.788,10192.951,5935.351,4295.244,9398.382,7187.182,17.573,0.465,147.684,147.684,-65.251,173.954,-56.165,,001300,2008,,,,,,,,,Kittelberger,Larry,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1800,0,13223.161,1800,13223.161,2596.161,16228.692,13223.161,6848.661,-1.422,-66.203,-57.109,-57.109,-88.116,-54.518,-65.91,,001300,2009,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,900,0,6523.166,900,6523.166,5677.636,5448.816,4075.166,2229.916,-0.637,-52.147,-19.714,-19.714,-33.082,-47.56,-59.893,,001300,2009,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
,28530,HONEYWELL INTERNATIONAL INC,,1050,0,4818.244,1050,4818.244,4124.075,15724.441,4388.472,2543.222,-2.413,-52.829,-41.896,-41.896,-60.157,-46.52,-57.575,,001300,2009,,,,,,,,,Fradin,Roger,MALE,43851610,HON,9997
,30299,HONEYWELL INTERNATIONAL INC,,803.654,0,4135.099,803.654,4135.099,1330.57,0,3888.648,2218.119,-24.266,-56.82,-48.76,-48.76,-80.471,-50.013,-60.164,,001300,2009,,,,,,,,,Gillette,Robert,MALE,43851610,HON,9997
,32196,HONEYWELL INTERNATIONAL INC,,710,0,5281.633,710,5281.633,4278.183,4297.8,3368.238,1858.488,-0.391,-49.745,-48.183,-48.183,-27.92,-64.162,-74.142,,001300,2009,,,,,,,,,Kittelberger,Larry,MALE,43851610,HON,9997
,38781,HONEYWELL INTERNATIONAL INC,,550,0,2731.983,550,2731.983,1079.059,1690.857,2582.5,1408.25,,,,,,,,,001300,2009,,,,,,,,,Kramvis,Andreas,MALE,43851610,HON,9997
,25016,HONEYWELL INTERNATIONAL INC,CEO,1800,4300,20154.012,6100,20154.012,17471.547,18039.42,15216.953,12534.488,0,238.889,52.414,52.414,572.976,15.078,83.021,,001300,2010,2002-06-01,2002-02-18,,2017-03-31,,,,,Cote,David,MALE,43851610,HON,9997
,26784,HONEYWELL INTERNATIONAL INC,,900,1150,9159.621,2050,9159.621,3613.121,5445.576,7794.645,5338.895,0,127.778,40.417,40.417,-36.362,91.272,139.421,,001300,2010,,2003-06-23,,,,,,,"Anderson, B.S., M.B.",David,MALE,43851610,HON,9997
