,GVKEY,TICKER,CEOANN,SALARY,BONUS,STOCK_AWARDS,OPTION_AWARDS,OTHCOMP,TOTAL_CURR,AGE,TDC1,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,GENDER,CUSIP,NAICSDESC,SIC,MKVALT,size_category,signature_index
53,1230,ALK,CEO,425.0,0.0,1062.879,556.715,62.038,425.0,52.0,2753.597,2013,2012-05-15,,2021-03-31,MALE,01165910,Scheduled Passenger Air Transportation,4512,5043.894,Small,55e10ec94f40cdbf399cc1c598fc102f
54,1230,ALK,CEO,436.769,0.0,975.541,460.48,199.954,436.769,53.0,2947.282,2014,2012-05-15,,2021-03-31,MALE,01165910,Scheduled Passenger Air Transportation,4512,7857.3046,Small,e8d5bd509ec5efc0169264df6fb07563
55,1230,ALK,CEO,454.254,0.0,1621.307,391.295,202.895,454.254,54.0,3601.753,2015,2012-05-15,,2021-03-31,MALE,01165910,Scheduled Passenger Air Transportation,4512,10077.8393,Medium,d583c93270b970e83b9bac89b128b7b1
56,1230,ALK,CEO,487.6,0.0,1817.951,412.499,206.027,487.6,55.0,3886.411,2016,2012-05-15,,2021-03-31,MALE,01165910,Scheduled Passenger Air Transportation,4512,10942.8934,Medium,4dd0e0aad9475a7f5a76d1b5df7a5fa2
57,1230,ALK,CEO,534.616,0.0,2762.366,673.44,268.898,534.616,56.0,5238.064,2017,2012-05-15,,2021-03-31,MALE,01165910,Scheduled Passenger Air Transportation,4512,9046.2141,Small,a56c090952608c2ef07ec0c5b55a9c15
58,1230,ALK,CEO,563.846,0.0,1961.616,640.666,227.213,563.846,57.0,4374.845,2018,2012-05-15,,2021-03-31,MALE,01165910,Scheduled Passenger Air Transportation,4512,7496.3549,Small,0305e68a8d88f5f37aecffc1b6dfccfb
59,1230,ALK,CEO,583.846,0.0,2212.188,712.749,215.23,583.846,58.0,4718.444,2019,2012-05-15,,2021-03-31,MALE,01165910,Scheduled Passenger Air Transportation,4512,8333.25,Small,124479c00e40c6503ba47628ffe61716
60,1300,HON,CEO,1800.0,4300.0,0.0,8483.5,228.929,6100.0,57.0,15216.953,2010,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,41624.28,Medium,97938ae30240ad390fce2da1e1f14477
61,1300,HON,CEO,1800.0,4300.0,0.0,9849.75,428.499,6100.0,58.0,35813.31,2011,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,42104.945,Medium,8d895a320b05793d45b2e78153cf4e7f
62,1300,HON,CEO,1800.0,4800.0,0.0,9289.0,389.972,6600.0,59.0,16765.328,2012,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,49684.316,Medium,9a1beca41aa8fa272e6f7c3d85db421f
63,1300,HON,CEO,1800.0,5200.0,0.0,8880.0,535.958,7000.0,60.0,25973.246,2013,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,71615.806,Medium,bc8e6f4d731bc6f91f50cb0baca55001
64,1300,HON,CEO,1865.769,5500.0,0.0,14816.0,776.821,7365.769,61.0,23567.832,2014,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,78157.424,Medium,5d335d2395f3e6735c5534a71824aee2
65,1300,HON,CEO,1890.0,5700.0,0.0,10338.0,927.851,7590.0,62.0,33760.446,2015,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,79790.328,Medium,6959ecee2ab4ba90afe67ada28faf3a5
66,1300,HON,CEO,1890.0,5700.0,0.0,9348.0,690.542,7590.0,63.0,17628.542,2016,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,88138.68,Medium,2a61894f923e3ab16b6dd8e87fdea682
67,1300,HON,CEO,1414.615,0.0,5254.0,3596.4,204.737,1414.615,51.0,19789.152,2017,2017-03-31,,,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,115158.024,Medium,6d95a9c709b51b5a3706b1e0d48994a2
68,1300,HON,CEO,1571.154,0.0,9561.215,3185.655,233.498,1571.154,52.0,18651.522,2018,2017-03-31,,,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,96394.752,Medium,7754fb4d37aa578c7cfcf61dc565366d
69,1300,HON,CEO,1600.0,0.0,8612.506,4635.409,864.082,1600.0,53.0,19776.997,2019,2017-03-31,,,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,125864.7,Medium,c8a77b0de4ffea0520923333d5ec4ffc
70,1327,SWKS,CEO,609.0,0.0,1508.75,1109.614,12.879,609.0,53.0,4346.753,2010,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,3726.0362,Small,dc889460113de992c90a0f7cc846d8a8
71,1327,SWKS,CEO,635.1,0.0,2856.0,1549.862,12.88,635.1,54.0,5935.947,2011,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,3347.4926,Small,5dc721232abb7abd72094908231aa058
72,1327,SWKS,CEO,657.523,0.0,1717.2,1310.91,13.948,657.523,55.0,3943.853,2012,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,4530.4938,Small,3fdc20cd812dd93ddac086d2da8218c3
73,1327,SWKS,CEO,677.846,0.0,2482.48,1634.185,14.435,677.846,56.0,5800.648,2013,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,4667.436,Small,09b34dca49d36029008c71c7538fd3ae
74,1327,SWKS,CEO,747.769,0.0,2474.753,1455.384,14.717,747.769,57.0,6912.623,2014,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,10983.06,Medium,09bd8c708f7ac386ea7dd6fa5092021a
75,1327,SWKS,CEO,771.635,0.0,4603.19,2443.32,14.91,771.635,58.0,10158.055,2015,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,16025.163,Medium,9871efff4f9a95f9c83e20aac3b5ec71
76,1327,SWKS,CEO,822.981,0.0,3720.25,2457.108,15.043,822.981,59.0,7015.382,2016,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,14078.286,Medium,005b77d14a5e17afaaba28c28dbcdc6a
77,1327,SWKS,CEO,850.0,0.0,5336.603,1230.158,12.042,850.0,50.0,8701.859,2017,2016-05-11,2001-08-01,,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,18657.89,Medium,8909c91dbc90cff56327acc55f0bb212
78,1327,SWKS,CEO,894.808,0.0,7150.399,0.0,12.242,894.808,51.0,9342.113,2018,2016-05-11,2001-08-01,,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,16091.954,Medium,2c4b72e50bcec6df4c0d35fa8c6ed67c
79,1327,SWKS,CEO,972.0,0.0,11658.937,0.0,18.399,972.0,52.0,13660.593,2019,2016-05-11,2001-08-01,,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,13480.425,Medium,92857c3618867466527f736d49bb85c3
80,1380,HES,CEO,1500.0,1140.327,4216.097,4217.489,14.7,2640.327,56.0,13698.286,2010,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,25846.1037,Medium,6b8840e51e40510a133a3b503b85b792
81,1380,HES,CEO,1500.0,1307.583,4219.584,4280.375,14.7,2807.583,57.0,13264.659,2011,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,19310.6368,Medium,911969164483321431c295f22ae91c80
82,1380,HES,CEO,1500.0,0.0,8514.673,0.0,19.95,1500.0,58.0,10034.623,2012,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,18087.3229,Medium,28086d586eb64ba754454c3b1702a085
83,1380,HES,CEO,1500.0,1516.667,8511.308,0.0,20.349,3016.667,59.0,13826.574,2013,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,27001.062,Medium,fe95bbbf7df0d5f0c8cce20ae131f3fc
84,1380,HES,CEO,1500.0,0.0,7819.982,1954.997,20.748,1500.0,60.0,14333.227,2014,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,21100.3397,Medium,adca5169bb77947988db9e5eeeeaadbb
85,1380,HES,CEO,1500.0,0.0,7600.04,1899.996,21.147,1500.0,61.0,12933.682,2015,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,13867.5101,Medium,92506621ed89a777631e88a2ee97baa9
86,1380,HES,CEO,1500.0,0.0,5655.989,2423.997,21.546,1500.0,62.0,11705.332,2016,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,19716.2177,Medium,a2ee4296ba52d58ba65644dcd1a3b832
87,1380,HES,CEO,1500.0,0.0,5985.021,2565.005,21.546,1500.0,63.0,12764.872,2017,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,14955.6134,Medium,b5cbff78f8ea0cb41d374810f27eb0f6
88,1380,HES,CEO,1500.0,0.0,4499.996,2999.999,21.945,1500.0,64.0,12572.44,2018,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,11803.1175,Medium,e6fd2571448e87ad4b9c0ce3387a0136
89,1380,HES,CEO,1500.0,0.0,4499.973,2999.996,22.344,1500.0,65.0,12302.813,2019,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,20374.0436,Medium,28c7161c9908c404bc2f683fe1f22b49
90,1440,AEP,CEO,1270.442,0.0,5321.15,0.0,512.969,1270.442,63.0,8684.346,2010,2004-01-01,,2011-11-11,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,17299.4359,Medium,993e10db059514503fa59ab8b7d4b293
91,1440,AEP,CEO,1305.48,0.0,5313.0,0.0,591.087,1305.48,64.0,8709.567,2011,2004-01-01,,2011-11-11,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,19970.2041,Medium,b83d704bf5dec502f044f72b19121ad8
92,1440,AEP,CEO,903.461,0.0,4600.008,0.0,106.709,903.461,52.0,7110.178,2012,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,20728.3102,Medium,88458e8d34a9e0aaa2fb804ea7fe2c07
93,1440,AEP,CEO,1204.615,0.0,6720.167,0.0,102.065,1204.615,53.0,10456.847,2013,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,22798.697,Medium,dec81bdf0351d0f4712754b57a754cc0
94,1440,AEP,CEO,1240.754,0.0,6720.019,0.0,102.96,1240.754,54.0,11013.733,2014,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,29716.4894,Medium,6740631ad487d0b21d395b9beee6d323
95,1440,AEP,CEO,1279.9,0.0,6719.981,0.0,103.658,1279.9,55.0,11253.539,2015,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,28613.6583,Medium,a983226ed078e7603cc6f3110a535d07
96,1440,AEP,CEO,1325.077,0.0,6720.027,0.0,103.687,1325.077,56.0,11148.791,2016,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,30958.1875,Medium,5003f1a89ae30f5897a83108babe9626
97,1440,AEP,CEO,1375.0,0.0,7983.42,0.0,111.04,1375.0,57.0,11169.46,2017,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,36196.8814,Medium,7f844bd89c2112a1a4f4a5cd30602e17
98,1440,AEP,CEO,1415.423,0.0,7564.313,0.0,114.891,1415.423,58.0,11994.627,2018,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,36865.206,Medium,e8fc32caff7f01a632f84742545877b8
99,1440,AEP,CEO,1475.654,0.0,8775.003,0.0,111.628,1475.654,59.0,13962.285,2019,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,46703.9122,Medium,ea3ae4df6c6b27a0147a499164e6eb4e
100,1447,AXP,CEO,1942.308,2000.0,2049.971,9164.925,1095.647,3942.308,58.0,16252.851,2010,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,51375.24,Medium,7af78017421ae1c4e1dbd45065dc2630
101,1447,AXP,CEO,2000.0,2000.0,15274.191,2193.374,1022.836,4000.0,59.0,22490.402,2011,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,54905.88,Medium,5c7793a26ab83a32aaee59ce768aa035
102,1447,AXP,CEO,2000.0,4000.0,18864.985,2159.907,987.897,6000.0,60.0,28012.789,2012,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,63515.4,Medium,194f21068dece48dab7045ef36243273
103,1447,AXP,CEO,2000.0,6000.0,10486.267,2079.871,1145.624,8000.0,61.0,21711.762,2013,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,96536.72,Medium,493931f729a5c7fe7b85469daa2f5fd4
104,1447,AXP,CEO,2000.0,4500.0,12429.114,2535.762,913.282,6500.0,62.0,22378.158,2014,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,95179.92,Medium,6fe85dca898cd384cbf44ddc9b101398
105,1447,AXP,CEO,2000.0,0.0,16339.045,2563.088,785.433,2000.0,63.0,21687.566,2015,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,67393.95,Medium,47c7d70f8eb8b44e770e26052fe5b893
106,1447,AXP,CEO,2000.0,0.0,12809.527,1573.15,562.158,2000.0,64.0,16944.835,2016,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,,,3d1aa74398398f0a7bb95e9c98e23f1f
