Unnamed: 0,GVKEY,TICKER,CEOANN,SALARY,BONUS,STOCK_AWARDS,OPTION_AWARDS,OTHCOMP,TOTAL_CURR,AGE,TDC1,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,GENDER,CUSIP,NAICSDESC,SIC,MKVALT,size_category,signature_index
62,1300,HON,CEO,1800.0,4800.0,0.0,9289.0,389.972,6600.0,59.0,16765.328,2012,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,49684.316,Medium,9a1beca41aa8fa272e6f7c3d85db421f
63,1300,HON,CEO,1800.0,5200.0,0.0,8880.0,535.958,7000.0,60.0,25973.246,2013,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,71615.806,Medium,bc8e6f4d731bc6f91f50cb0baca55001
64,1300,HON,CEO,1865.769,5500.0,0.0,14816.0,776.821,7365.769,61.0,23567.832,2014,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,78157.424,Medium,5d335d2395f3e6735c5534a71824aee2
65,1300,HON,CEO,1890.0,5700.0,0.0,10338.0,927.851,7590.0,62.0,33760.446,2015,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,79790.328,Medium,6959ecee2ab4ba90afe67ada28faf3a5
66,1300,HON,CEO,1890.0,5700.0,0.0,9348.0,690.542,7590.0,63.0,17628.542,2016,2002-06-01,2002-02-18,2017-03-31,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,88138.68,Medium,2a61894f923e3ab16b6dd8e87fdea682
67,1300,HON,CEO,1414.615,0.0,5254.0,3596.4,204.737,1414.615,51.0,19789.152,2017,2017-03-31,,,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,115158.024,Medium,6d95a9c709b51b5a3706b1e0d48994a2
68,1300,HON,CEO,1571.154,0.0,9561.215,3185.655,233.498,1571.154,52.0,18651.522,2018,2017-03-31,,,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,96394.752,Medium,7754fb4d37aa578c7cfcf61dc565366d
69,1300,HON,CEO,1600.0,0.0,8612.506,4635.409,864.082,1600.0,53.0,19776.997,2019,2017-03-31,,,MALE,43851610,Other Aircraft Parts and Auxiliary Equipment Manuf,9997,125864.7,Medium,c8a77b0de4ffea0520923333d5ec4ffc
74,1327,SWKS,CEO,747.769,0.0,2474.753,1455.384,14.717,747.769,57.0,6912.623,2014,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,10983.06,Medium,09bd8c708f7ac386ea7dd6fa5092021a
75,1327,SWKS,CEO,771.635,0.0,4603.19,2443.32,14.91,771.635,58.0,10158.055,2015,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,16025.163,Medium,9871efff4f9a95f9c83e20aac3b5ec71
76,1327,SWKS,CEO,822.981,0.0,3720.25,2457.108,15.043,822.981,59.0,7015.382,2016,2000-04-01,1995-01-01,2016-05-11,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,14078.286,Medium,005b77d14a5e17afaaba28c28dbcdc6a
77,1327,SWKS,CEO,850.0,0.0,5336.603,1230.158,12.042,850.0,50.0,8701.859,2017,2016-05-11,2001-08-01,,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,18657.89,Medium,8909c91dbc90cff56327acc55f0bb212
78,1327,SWKS,CEO,894.808,0.0,7150.399,0.0,12.242,894.808,51.0,9342.113,2018,2016-05-11,2001-08-01,,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,16091.954,Medium,2c4b72e50bcec6df4c0d35fa8c6ed67c
79,1327,SWKS,CEO,972.0,0.0,11658.937,0.0,18.399,972.0,52.0,13660.593,2019,2016-05-11,2001-08-01,,MALE,83088M10,Semiconductor and Related Device Manufacturing,3674,13480.425,Medium,92857c3618867466527f736d49bb85c3
80,1380,HES,CEO,1500.0,1140.327,4216.097,4217.489,14.7,2640.327,56.0,13698.286,2010,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,25846.1037,Medium,6b8840e51e40510a133a3b503b85b792
81,1380,HES,CEO,1500.0,1307.583,4219.584,4280.375,14.7,2807.583,57.0,13264.659,2011,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,19310.6368,Medium,911969164483321431c295f22ae91c80
82,1380,HES,CEO,1500.0,0.0,8514.673,0.0,19.95,1500.0,58.0,10034.623,2012,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,18087.3229,Medium,28086d586eb64ba754454c3b1702a085
83,1380,HES,CEO,1500.0,1516.667,8511.308,0.0,20.349,3016.667,59.0,13826.574,2013,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,27001.062,Medium,fe95bbbf7df0d5f0c8cce20ae131f3fc
84,1380,HES,CEO,1500.0,0.0,7819.982,1954.997,20.748,1500.0,60.0,14333.227,2014,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,21100.3397,Medium,adca5169bb77947988db9e5eeeeaadbb
85,1380,HES,CEO,1500.0,0.0,7600.04,1899.996,21.147,1500.0,61.0,12933.682,2015,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,13867.5101,Medium,92506621ed89a777631e88a2ee97baa9
86,1380,HES,CEO,1500.0,0.0,5655.989,2423.997,21.546,1500.0,62.0,11705.332,2016,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,19716.2177,Medium,a2ee4296ba52d58ba65644dcd1a3b832
87,1380,HES,CEO,1500.0,0.0,5985.021,2565.005,21.546,1500.0,63.0,12764.872,2017,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,14955.6134,Medium,b5cbff78f8ea0cb41d374810f27eb0f6
88,1380,HES,CEO,1500.0,0.0,4499.996,2999.999,21.945,1500.0,64.0,12572.44,2018,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,11803.1175,Medium,e6fd2571448e87ad4b9c0ce3387a0136
89,1380,HES,CEO,1500.0,0.0,4499.973,2999.996,22.344,1500.0,65.0,12302.813,2019,1995-05-03,,,MALE,42809H10,Oil and Gas Extraction,1311,20374.0436,Medium,28c7161c9908c404bc2f683fe1f22b49
90,1440,AEP,CEO,1270.442,0.0,5321.15,0.0,512.969,1270.442,63.0,8684.346,2010,2004-01-01,,2011-11-11,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,17299.4359,Medium,993e10db059514503fa59ab8b7d4b293
91,1440,AEP,CEO,1305.48,0.0,5313.0,0.0,591.087,1305.48,64.0,8709.567,2011,2004-01-01,,2011-11-11,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,19970.2041,Medium,b83d704bf5dec502f044f72b19121ad8
92,1440,AEP,CEO,903.461,0.0,4600.008,0.0,106.709,903.461,52.0,7110.178,2012,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,20728.3102,Medium,88458e8d34a9e0aaa2fb804ea7fe2c07
93,1440,AEP,CEO,1204.615,0.0,6720.167,0.0,102.065,1204.615,53.0,10456.847,2013,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,22798.697,Medium,dec81bdf0351d0f4712754b57a754cc0
94,1440,AEP,CEO,1240.754,0.0,6720.019,0.0,102.96,1240.754,54.0,11013.733,2014,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,29716.4894,Medium,6740631ad487d0b21d395b9beee6d323
95,1440,AEP,CEO,1279.9,0.0,6719.981,0.0,103.658,1279.9,55.0,11253.539,2015,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,28613.6583,Medium,a983226ed078e7603cc6f3110a535d07
96,1440,AEP,CEO,1325.077,0.0,6720.027,0.0,103.687,1325.077,56.0,11148.791,2016,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,30958.1875,Medium,5003f1a89ae30f5897a83108babe9626
97,1440,AEP,CEO,1375.0,0.0,7983.42,0.0,111.04,1375.0,57.0,11169.46,2017,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,36196.8814,Medium,7f844bd89c2112a1a4f4a5cd30602e17
98,1440,AEP,CEO,1415.423,0.0,7564.313,0.0,114.891,1415.423,58.0,11994.627,2018,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,36865.206,Medium,e8fc32caff7f01a632f84742545877b8
99,1440,AEP,CEO,1475.654,0.0,8775.003,0.0,111.628,1475.654,59.0,13962.285,2019,2011-11-12,,,MALE,02553710,"Electric Power Generation, Transmission and Distri",4911,46703.9122,Medium,ea3ae4df6c6b27a0147a499164e6eb4e
100,1447,AXP,CEO,1942.308,2000.0,2049.971,9164.925,1095.647,3942.308,58.0,16252.851,2010,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,51375.24,Medium,7af78017421ae1c4e1dbd45065dc2630
101,1447,AXP,CEO,2000.0,2000.0,15274.191,2193.374,1022.836,4000.0,59.0,22490.402,2011,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,54905.88,Medium,5c7793a26ab83a32aaee59ce768aa035
102,1447,AXP,CEO,2000.0,4000.0,18864.985,2159.907,987.897,6000.0,60.0,28012.789,2012,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,63515.4,Medium,194f21068dece48dab7045ef36243273
103,1447,AXP,CEO,2000.0,6000.0,10486.267,2079.871,1145.624,8000.0,61.0,21711.762,2013,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,96536.72,Medium,493931f729a5c7fe7b85469daa2f5fd4
104,1447,AXP,CEO,2000.0,4500.0,12429.114,2535.762,913.282,6500.0,62.0,22378.158,2014,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,95179.92,Medium,6fe85dca898cd384cbf44ddc9b101398
105,1447,AXP,CEO,2000.0,0.0,16339.045,2563.088,785.433,2000.0,63.0,21687.566,2015,2001-01-01,,2018-02-01,MALE,02581610,Credit Card Issuing,6141,67393.95,Medium,47c7d70f8eb8b44e770e26052fe5b893
110,1449,AFL,CEO,1378.4,0.0,3418.156,6814.237,213.118,1378.4,58.0,15872.272,2010,1990-01-01,1973-01-01,,MALE,00105510,Direct Health and Medical Insurance Carriers,6321,26502.9702,Medium,094442393b8a242913b8e5687e9c3963
111,1449,AFL,CEO,1399.1,0.0,3755.51,5180.415,220.784,1399.1,59.0,14195.758,2011,1990-01-01,1973-01-01,,MALE,00105510,Direct Health and Medical Insurance Carriers,6321,20172.5706,Medium,3d01537ed0c9bd8838ddd5da126fd033
112,1449,AFL,CEO,1441.1,0.0,4458.439,0.0,252.764,1441.1,60.0,14155.231,2012,1990-01-01,1973-01-01,,MALE,00105510,Direct Health and Medical Insurance Carriers,6321,24848.7923,Medium,04ac9f019e85fa6f79b528c05a379fb2
113,1449,AFL,CEO,1441.1,0.0,10844.642,0.0,236.291,1441.1,61.0,17263.975,2013,1990-01-01,1973-01-01,,MALE,00105510,Direct Health and Medical Insurance Carriers,6321,30688.7884,Medium,dec8421c8f865f2027c4358a5e9ff91b
114,1449,AFL,CEO,1441.1,0.0,2141.162,0.0,230.517,1441.1,62.0,8642.194,2014,1990-01-01,1973-01-01,,MALE,00105510,Direct Health and Medical Insurance Carriers,6321,27028.9651,Medium,31babbd34aa3cdf5e1b5eaab022eccb0
115,1449,AFL,CEO,1441.1,0.0,4800.556,0.0,231.365,1441.1,63.0,12830.37,2015,1990-01-01,1973-01-01,,MALE,00105510,Direct Health and Medical Insurance Carriers,6321,25420.362,Medium,efb2586b50eaa7db75cb450ba0bd4fbc
116,1449,AFL,CEO,1441.1,0.0,13773.466,0.0,313.002,1441.1,64.0,20412.011,2016,1990-01-01,1973-01-01,,MALE,00105510,Direct Health and Medical Insurance Carriers,6321,28244.376,Medium,f144a040635c2dcdab2d4a74ea001d8c
117,1449,AFL,CEO,1441.1,0.0,8607.889,0.0,347.328,1441.1,65.0,16343.075,2017,1990-01-01,1973-01-01,,MALE,00105510,Direct Health and Medical Insurance Carriers,6321,34274.1399,Medium,9f15b6d1d56ff3fce52fe8901c9620a2
118,1449,AFL,CEO,1441.1,0.0,8922.142,0.0,366.94,1441.1,66.0,15368.527,2018,1990-01-01,1973-01-01,,MALE,00105510,Direct Health and Medical Insurance Carriers,6321,34410.8302,Medium,7c52dd89c71698184282db5420a85f1e
121,1487,AIG,CEO,3000.0,0.0,10932.677,0.0,22.928,3000.0,67.0,13955.131,2011,2009-08-10,,2014-09-01,MALE,02687478,Direct Property and Casualty Insurance Carriers,6331,44006.2472,Medium,36a033deaec06be663058fbbd871d150
127,1487,AIG,CEO,1015.385,12000.0,11156.834,16153.0,296.46,13015.385,70.0,42755.012,2017,2017-05-14,,2021-01-01,MALE,02687478,Direct Property and Casualty Insurance Carriers,6331,53565.1011,Medium,dbbf30d779d30888a3aa53af769ad91f
128,1487,AIG,CEO,1600.0,0.0,11757.189,4199.993,257.487,1600.0,71.0,20854.669,2018,2017-05-14,,2021-01-01,MALE,02687478,Direct Property and Casualty Insurance Carriers,6331,34153.0607,Medium,792d0dfa109c8daf4420a95a5578ace0
129,1487,AIG,CEO,1600.0,0.0,8613.966,2799.997,257.368,1600.0,72.0,19191.331,2019,2017-05-14,,2021-01-01,MALE,02687478,Direct Property and Casualty Insurance Carriers,6331,44657.0487,Medium,7d405f5a446e8ad76a456b104b515b62
133,1598,AME,CEO,1136.1,227.22,1708.001,1598.6,333.613,1363.32,64.0,5912.414,2013,1999-09-01,1990-11-01,,MALE,03110010,Instruments and Related Products Manufacturing for,3823,12904.466,Medium,6ee9789466d213c9ce7f8df8f45c0780
134,1598,AME,CEO,1181.5,519.86,1841.486,1442.119,433.451,1701.36,65.0,6729.367,2014,1999-09-01,1990-11-01,,MALE,03110010,Instruments and Related Products Manufacturing for,3823,12701.4611,Medium,32aadb8143db46a27232b82329b12e1b
135,1598,AME,CEO,1240.575,545.853,1982.078,1800.13,397.166,1786.428,66.0,6952.536,2015,1999-09-01,1990-11-01,,MALE,03110010,Instruments and Related Products Manufacturing for,3823,12621.2489,Medium,60fb55e74488225e6198fa41835d54cb
136,1598,AME,CEO,909.891,311.804,1476.892,1245.89,207.212,1221.695,51.0,4427.336,2016,2016-05-05,,,MALE,03110010,Instruments and Related Products Manufacturing for,3823,11147.8194,Medium,f25eb82d4ab1a41d210a72565bc6cc26
137,1598,AME,CEO,1100.0,484.0,2052.612,1638.68,461.507,1584.0,52.0,7574.487,2017,2016-05-05,,,MALE,03110010,Instruments and Related Products Manufacturing for,3823,16754.6292,Medium,d2b7fc06f62672ca6a93b5c83479d394
138,1598,AME,CEO,1200.0,528.0,2758.68,1720.145,483.81,1728.0,53.0,8762.155,2018,2016-05-05,,,MALE,03110010,Instruments and Related Products Manufacturing for,3823,15375.4147,Medium,f94f51489121934fbd4425a336850a69
139,1598,AME,CEO,1260.0,604.8,4723.62,1276.314,435.954,1864.8,54.0,9841.038,2019,2016-05-05,,,MALE,03110010,Instruments and Related Products Manufacturing for,3823,22848.7384,Medium,8ea82ab78fbfb9f57e684b89db8a6acd
140,1602,AMGN,CEO,1748.846,0.0,8306.025,6691.367,756.895,1748.846,62.0,21138.133,2010,2000-05-01,1992-10-01,2012-05-23,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,51166.8,Medium,1887affd3bfb301ece30495b0e7b4a9e
141,1602,AMGN,CEO,1791.462,0.0,8994.0,2382.429,800.42,1791.462,63.0,18850.311,2011,2000-05-01,1992-10-01,2012-05-23,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,51085.476,Medium,adb5a4db93fdbf47247adff7913541de
142,1602,AMGN,CEO,1262.308,0.0,8571.724,0.0,420.059,1262.308,49.0,13570.091,2012,2012-05-23,,,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,65193.06,Medium,abc5a74a5175279a1d642540dd8f5945
143,1602,AMGN,CEO,1490.769,0.0,7999.917,0.0,561.121,1490.769,50.0,13649.807,2013,2012-05-23,,,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,86084.768,Medium,70db806e6365af53760443042fa11e92
144,1602,AMGN,CEO,1505.769,0.0,8999.88,0.0,589.018,1505.769,51.0,13961.667,2014,2012-05-23,,,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,121124.116,Medium,a91deb2960d8f8eb1c2b44ffeb3e5b5e
145,1602,AMGN,CEO,1505.769,0.0,10199.959,0.0,550.986,1505.769,52.0,16097.714,2015,2012-05-23,,,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,122396.82,Medium,ce0d27768d37b59ac8718a610d9543d7
146,1602,AMGN,CEO,1531.731,0.0,7699.723,3299.994,668.553,1531.731,53.0,16850.001,2016,2012-05-23,,,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,107932.222,Medium,04304e5abddb1c08bc4542bcdc4e91dc
147,1602,AMGN,CEO,1555.962,0.0,8399.812,3599.974,661.041,1555.962,54.0,16899.789,2017,2012-05-23,,,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,125590.58,Medium,b62fd5acce782ce1a4a4f12d8d22fe57
148,1602,AMGN,CEO,1566.0,0.0,8749.818,3749.994,591.454,1566.0,55.0,18555.266,2018,2012-05-23,,,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,122564.232,Medium,66a00ff1bf26afc25b2c4b50cde0271c
149,1602,AMGN,CEO,1600.923,0.0,9799.716,4199.985,691.169,1600.923,56.0,19612.793,2019,2012-05-23,,,MALE,03116210,Biological Product (except Diagnostic) Manufacturi,2836,142568.798,Medium,7a0a3102e55587cf24a1c30225857c2b
150,1632,ADI,CEO,930.935,0.0,4264.0,0.0,5176.155,930.935,65.0,13958.486,2010,1996-11-01,,2013-03-28,MALE,03265410,Semiconductor and Related Device Manufacturing,3674,10055.6465,Medium,cc3f7ac3f9caf11bbf8d498fd5cb9ff0
151,1632,ADI,CEO,930.935,0.0,0.0,0.0,5088.961,930.935,66.0,8943.893,2011,1996-11-01,,2013-03-28,MALE,03265410,Semiconductor and Related Device Manufacturing,3674,10896.4338,Medium,ed9ac14d77f30997655a93d74bcebf4b
152,1632,ADI,CEO,930.935,0.0,7194.0,0.0,3107.013,930.935,67.0,12726.6,2012,1996-11-01,,2013-03-28,MALE,03265410,Semiconductor and Related Device Manufacturing,3674,11790.7295,Medium,5615ef4dc1f889184bd2b70bfea47391
